#{"t_start": 1776778095.5306222, "env_id": "None"}
r,l,t,is_success
57.344484,16,18397.527007,True
59.600109,24,18398.621428,True
58.890694,21,18399.600283,True
59.792428,23,18400.681198,True
56.536027,16,18401.432497,True
57.866283,22,18402.455963,True
65.076739,63,18405.345077,True
59.47686,22,18406.36418,True
56.924175,15,18407.061169,True
58.921826,59,18409.767663,True
51.152386,34,18411.340205,True
55.120481,13,18411.958161,True
63.509379,29,18413.289543,True
62.056092,27,18414.672336,True
60.548371,24,18415.781333,True
60.164969,24,18416.887356,True
60.13131,20,18417.832449,True
63.076778,26,18419.056633,True
62.43307,67,18422.135195,True
55.835891,42,18424.045111,True
54.862676,13,18424.663013,True
59.104094,55,18427.175489,True
57.416562,14,18427.838052,True
54.568757,9,18428.26799,True
57.195217,17,18429.064578,True
57.926341,18,18429.910954,True
60.949202,23,18430.998743,True
60.354281,22,18432.03614,True
57.471544,16,18432.789085,True
56.929403,16,18433.532144,True
68.205657,77,18437.075048,True
52.600008,44,18439.111688,True
53.037925,10,18439.580143,True
59.430701,28,18440.874746,True
59.98198,23,18441.952745,True
62.558913,26,18443.175252,True
62.845794,27,18444.462388,True
53.261668,7,18444.800893,True
53.206407,48,18447.091814,True
57.108293,17,18447.88942,True
60.865121,21,18448.882128,True
62.141976,27,18450.250375,True
58.796176,20,18451.189106,True
59.891251,20,18452.116992,True
56.798832,16,18452.868101,True
56.485334,13,18453.467717,True
58.068102,16,18454.216737,True
56.2102,13,18454.840402,True
57.798516,17,18455.657474,True
52.420159,11,18461.191487,True
58.678296,19,18462.077784,True
59.798995,21,18463.066845,True
57.228829,15,18463.764656,True
62.991276,65,18466.752478,True
60.341672,21,18467.765813,True
52.790385,9,18468.196481,True
60.988779,22,18469.239913,True
62.601494,26,18470.456612,True
56.471664,18,18471.296435,True
59.678505,23,18472.35891,True
63.536627,30,18473.774427,True
54.136739,23,18474.836871,True
63.625049,29,18476.195286,True
59.354778,19,18477.098094,True
63.375016,28,18478.42333,True
55.308092,13,18479.028382,True
61.99525,55,18481.555676,True
63.318005,29,18482.897498,True
54.375015,10,18483.376237,True
61.971573,27,18484.74594,True
62.698929,27,18486.076851,True
60.53577,47,18488.227844,True
56.789638,15,18488.924557,True
53.337433,8,18489.315489,True
61.053319,40,18491.14524,True
57.928433,43,18493.124894,True
60.8324,24,18494.255224,True
59.814129,31,18495.680703,True
60.471705,24,18496.804174,True
58.125544,16,18497.555157,True
61.859823,25,18498.742208,True
60.900761,58,18501.400922,True
61.294669,23,18502.459327,True
57.226659,18,18503.308332,True
59.467682,61,18506.182069,True
61.07512,26,18507.387665,True
55.809839,12,18507.946956,True
59.408864,20,18508.877468,True
58.631571,21,18509.864002,True
55.243632,12,18510.426512,True
58.76092,20,18511.374073,True
57.77226,54,18513.848862,True
58.208255,17,18514.651419,True
55.110737,13,18515.272105,True
54.983154,11,18515.790087,True
61.822688,26,18517.251786,True
63.082985,28,18518.561056,True
55.803066,14,18519.22607,True
62.485913,26,18520.446698,True
56.521391,16,18521.199595,True
56.527591,28,18522.480642,True
58.542058,58,18525.153982,True
61.66529,25,18526.322562,True
56.827094,18,18527.162236,True
54.457978,11,18527.673515,True
59.442811,50,18529.99858,True
64.986366,31,18531.444118,True
57.557554,18,18532.280682,True
61.1977,61,18535.093588,True
59.864025,20,18536.035211,True
51.171008,39,18537.825411,True
51.730152,44,18539.846364,True
55.404981,11,18540.367726,True
56.48374,16,18541.130277,True
59.62929,21,18542.123203,True
53.450523,19,18543.011204,True
54.86129,43,18544.993485,True
64.426379,32,18546.481569,True
54.969245,33,18548.00487,True
60.799053,24,18549.111815,True
61.353374,27,18550.352347,True
59.850116,21,18551.351413,True
55.524515,11,18551.884933,True
58.947211,19,18552.790891,True
59.178926,22,18553.817961,True
63.145847,28,18555.139374,True
60.374931,24,18556.255043,True
55.074045,11,18561.422305,True
56.543167,18,18562.26215,True
62.973225,62,18565.198485,True
58.301082,18,18566.039837,True
61.294602,23,18567.104759,True
60.64378,23,18568.184999,True
55.02212,12,18568.750734,True
64.968705,60,18571.510058,True
62.52429,27,18572.769868,True
53.977653,9,18573.201466,True
56.148054,16,18573.935178,True
57.269129,18,18574.781188,True
56.576664,15,18575.499365,True
59.191364,19,18576.387306,True
59.833226,21,18577.372741,True
63.650493,29,18578.72552,True
62.325907,25,18579.893836,True
57.963439,21,18580.878714,True
64.143237,45,18582.958514,True
57.981423,17,18583.756846,True
58.809869,20,18584.677744,True
62.484878,25,18585.845177,True
56.449864,14,18586.49948,True
63.402136,28,18587.936421,True
59.623748,21,18588.94604,True
58.641343,18,18589.81258,True
57.251513,18,18590.650705,True
49.963609,1,18590.707796,True
62.606209,29,18592.159365,True
63.912616,36,18593.830717,True
63.091127,27,18595.096815,True
57.815438,18,18595.948787,True
58.569159,19,18596.84461,True
53.488482,7,18597.189833,True
59.348583,23,18598.255917,True
61.100729,24,18599.37788,True
61.737028,24,18600.501106,True
57.766514,16,18601.263367,True
64.18355,64,18604.211128,True
58.581632,17,18605.007078,True
62.707806,46,18607.10898,True
55.249108,14,18607.754139,True
59.598959,23,18608.831246,True
60.601096,65,18611.816949,True
54.758564,10,18612.28772,True
62.364039,28,18613.591941,True
57.073532,15,18614.29356,True
57.35142,15,18615.004809,True
55.859806,15,18615.706591,True
60.507854,40,18617.53665,True
54.57331,15,18618.232993,True
50.875282,23,18619.301677,True
60.072203,21,18620.301672,True
64.020207,50,18622.598031,True
60.418047,22,18623.702079,True
62.568463,27,18624.958988,True
57.757346,18,18625.807416,True
58.041127,18,18626.646263,True
63.775862,29,18627.983631,True
59.696192,19,18628.879121,True
55.438277,12,18629.450515,True
62.914656,64,18632.384785,True
57.118076,15,18633.095378,True
58.50897,19,18633.980629,True
59.449301,22,18635.006531,True
59.862764,20,18635.948015,True
58.421192,18,18636.775376,True
55.892057,20,18637.701288,True
49.905946,1,18637.759501,True
59.069006,22,18638.796319,True
62.405419,65,18641.784266,True
62.416725,26,18643.000244,True
55.11864,12,18643.561104,True
61.745948,26,18644.764278,True
61.948841,26,18645.954471,True
60.403619,23,18647.06557,True
62.720113,28,18648.363069,True
60.817038,57,18650.99749,True
58.176533,18,18651.823961,True
55.829322,14,18652.482977,True
60.223011,48,18654.694816,True
58.42877,19,18655.588359,True
59.362036,60,18663.283544,True
56.697543,14,18663.947054,True
59.803544,57,18666.547903,True
58.173927,36,18668.198076,True
61.768429,25,18669.38795,True
61.655329,25,18670.560129,True
55.443347,43,18672.53086,True
59.379213,20,18673.459639,True
61.214785,23,18674.530848,True
56.450826,13,18675.155576,True
59.110345,19,18676.042011,True
59.10814,20,18676.988417,True
54.528969,9,18677.416817,True
59.662692,23,18678.520291,True
57.843289,22,18679.551116,True
57.132328,15,18680.257629,True
53.413594,8,18680.628525,True
60.656058,23,18681.703375,True
63.73864,42,18683.702048,True
58.540072,17,18684.501263,True
63.126392,28,18685.794505,True
59.160017,49,18688.04742,True
58.407164,20,18688.99891,True
58.499439,21,18689.976141,True
57.382474,18,18690.811992,True
63.931758,30,18692.214729,True
62.606603,25,18693.391382,True
59.115878,20,18694.330526,True
61.224596,54,18696.809052,True
60.003733,25,18697.950038,True
58.778304,17,18698.750389,True
60.202189,21,18699.731565,True
55.633526,12,18700.299343,True
66.257938,64,18703.242972,True
62.563993,27,18704.590437,True
60.311872,22,18705.632491,True
53.033378,10,18706.106667,True
57.737049,17,18706.911982,True
58.40851,18,18707.752097,True
59.425551,22,18708.77135,True
55.600288,12,18709.337854,True
54.552054,9,18709.756746,True
61.673861,23,18710.813372,True
56.915491,15,18711.528306,True
56.749172,13,18712.135864,True
66.656325,36,18713.788133,True
65.71164,72,18717.10705,True
62.587611,26,18718.31048,True
56.869087,16,18719.051425,True
57.284053,17,18719.845977,True
62.237391,27,18721.090981,True
58.779462,20,18722.026606,True
58.723917,21,18722.99908,True
58.664745,20,18723.931806,True
56.851801,25,18725.0911,True
63.753126,29,18726.428031,True
60.74267,22,18727.474876,True
64.168682,30,18728.903441,True
58.747587,21,18729.88788,True
57.696563,22,18730.907049,True
58.808528,19,18731.816313,True
63.050865,30,18733.21102,True
60.713013,23,18734.283069,True
50.99747,37,18735.986569,True
57.036565,56,18738.546888,True
57.766203,58,18741.200144,True
61.663316,24,18742.376912,True
55.09706,13,18742.988008,True
58.794259,21,18743.957086,True
61.256255,23,18745.042852,True
59.344748,21,18746.033448,True
59.827692,20,18746.968723,True
63.230974,47,18749.138473,True
56.311447,13,18749.742767,True
61.055234,25,18750.901261,True
56.813757,17,18751.688713,True
53.712181,9,18752.115883,True
60.064352,22,18753.133983,True
59.546957,21,18754.114946,True
63.801965,58,18756.776879,True
54.611627,10,18757.254213,True
61.257819,62,18764.79904,True
56.926784,15,18765.495933,True
55.590298,15,18766.186978,True
59.350471,26,18767.383929,True
56.215003,15,18768.077048,True
56.995628,17,18768.872775,True
60.271172,23,18769.938102,True
60.743644,24,18771.059085,True
60.446357,24,18772.183354,True
58.903309,23,18773.268361,True
62.172798,25,18774.476019,True
63.046183,28,18775.782138,True
56.019822,13,18776.390123,True
58.746388,19,18777.290386,True
56.949296,57,18779.909443,True
57.4764,16,18780.663964,True
57.033331,16,18781.404873,True
69.339978,54,18783.886337,True
55.503388,15,18784.585671,True
58.236736,49,18786.834966,True
61.468325,65,18789.828532,True
58.253512,19,18790.709785,True
55.656224,15,18791.409444,True
58.420179,19,18792.302579,True
63.294779,28,18793.595904,True
57.64218,19,18794.489106,True
50.180019,1,18794.547919,True
60.724243,26,18795.759251,True
55.657076,11,18796.280857,True
54.099969,11,18796.799545,True
64.264297,46,18798.901188,True
57.295022,17,18799.694433,True
56.588999,17,18800.483401,True
62.09072,26,18801.831098,True
57.025087,16,18802.583212,True
60.376055,46,18804.701239,True
61.462265,26,18805.899412,True
60.068694,20,18806.841356,True
57.441843,16,18807.591563,True
57.78426,16,18808.368209,True
56.151078,14,18809.022708,True
57.920679,39,18810.819002,True
64.188769,48,18813.026678,True
58.592976,17,18813.81411,True
63.317421,29,18815.187159,True
58.164821,58,18817.8513,True
54.92082,44,18819.896613,True
55.342638,12,18820.455813,True
60.002707,25,18821.611233,True
61.199475,25,18822.782424,True
58.818588,21,18823.767575,True
56.655391,13,18824.399139,True
56.553843,35,18826.023169,True
55.337284,50,18828.32712,True
60.284852,22,18829.366691,True
58.274577,19,18830.255306,True
49.966953,1,18830.314224,True
60.869403,24,18831.442876,True
61.493257,25,18832.678023,True
55.062716,10,18833.166598,True
66.335985,36,18834.868389,True
58.178812,20,18835.789919,True
54.372279,11,18836.311907,True
60.330858,55,18838.837602,True
59.516481,23,18839.89724,True
61.303337,26,18841.116157,True
58.1732,59,18843.863508,True
62.475172,27,18845.136637,True
54.504427,10,18845.613055,True
58.27515,19,18846.499395,True
57.769873,17,18847.297744,True
54.387234,35,18848.907029,True
61.992702,25,18850.08889,True
57.967123,17,18850.879867,True
60.987524,57,18853.493989,True
54.395032,11,18854.019461,True
60.614212,25,18855.196896,True
58.791738,20,18856.133336,True
59.367558,22,18857.152591,True
56.58206,14,18862.815823,True
54.126841,27,18864.059882,True
64.735891,41,18865.941674,True
61.111944,23,18867.034864,True
59.048732,49,18869.276716,True
62.522072,26,18870.497684,True
60.922302,23,18871.576914,True
56.359416,14,18872.242101,True
63.749279,28,18873.543294,True
60.48813,21,18874.532871,True
62.454871,27,18875.793876,True
64.044707,59,18878.495931,True
62.447306,27,18879.744168,True
63.114933,26,18880.984732,True
56.446982,16,18881.725086,True
56.781921,17,18882.528887,True
61.543274,24,18883.691931,True
58.720898,18,18884.531347,True
58.34455,25,18885.693827,True
52.711431,29,18887.031442,True
58.203827,16,18887.786172,True
57.275754,45,18889.857865,True
62.534927,56,18892.42245,True
59.299516,21,18893.41543,True
61.400927,65,18896.42858,True
57.012546,15,18897.131575,True
63.274932,29,18898.503725,True
61.227084,26,18899.75946,True
62.971772,68,18902.88059,True
52.203763,45,18904.953202,True
59.719939,20,18905.896269,True
63.218351,41,18907.784895,True
55.02563,10,18908.268694,True
61.190744,25,18909.418145,True
59.269377,21,18910.386859,True
57.076068,18,18911.228133,True
62.286902,25,18912.423401,True
62.118908,24,18913.550989,True
59.581318,42,18915.480637,True
57.3927,15,18916.180091,True
49.916119,1,18916.237729,True
54.845347,12,18916.797313,True
55.974859,14,18917.47012,True
59.461597,22,18918.490062,True
57.810173,18,18919.341032,True
64.026199,31,18920.82618,True
61.126856,41,18922.719748,True
61.169397,24,18923.828192,True
54.402946,18,18924.662404,True
54.419644,42,18926.586515,True
58.594408,18,18927.425819,True
57.732976,18,18928.261265,True
58.989403,60,18931.050523,True
58.729536,19,18931.93316,True
58.383717,19,18932.817216,True
60.510299,22,18933.850093,True
57.302933,17,18934.641131,True
58.602113,19,18935.519834,True
51.967783,22,18936.534747,True
54.4982,11,18937.049145,True
59.849484,20,18937.988171,True
52.317105,7,18938.327446,True
57.432092,19,18939.203604,True
64.380118,73,18942.570088,True
59.083119,20,18943.500976,True
63.358193,29,18944.861091,True
56.939096,20,18945.797064,True
65.393862,36,18947.458619,True
55.848455,39,18949.243145,True
56.795911,14,18949.913245,True
61.659875,22,18950.935595,True
62.151685,26,18952.127267,True
58.411416,20,18953.052709,True
58.254738,26,18954.263403,True
57.575059,19,18955.149763,True
58.953382,19,18956.053144,True
61.827935,25,18957.223722,True
57.898132,23,18963.147772,True
59.212741,19,18964.029379,True
60.935193,23,18965.134836,True
64.040361,47,18967.299567,True
56.716718,14,18967.95677,True
56.120241,14,18968.614993,True
62.20909,26,18969.813526,True
64.289716,38,18971.567712,True
51.605983,4,18971.760864,True
58.399636,25,18972.924069,True
52.905814,37,18974.630847,True
62.408636,25,18975.796134,True
57.385222,18,18976.623806,True
60.38745,22,18977.635449,True
49.914871,1,18977.693546,True
63.601599,29,18979.103451,True
54.171628,10,18979.576777,True
62.85991,27,18980.868949,True
56.260415,13,18981.486403,True
62.861152,28,18982.792014,True
59.639782,55,18985.320808,True
56.839049,27,18986.558534,True
61.144046,24,18987.757254,True
54.274514,9,18988.18357,True
62.592875,26,18989.398226,True
60.645742,24,18990.525424,True
62.718915,25,18991.698389,True
57.475173,57,18994.311007,True
55.577635,15,18995.014685,True
59.811376,61,18997.818418,True
57.431015,16,18998.57374,True
53.96225,9,18999.003366,True
56.298343,29,19000.341846,True
54.892987,13,19000.948912,True
58.525192,19,19001.827556,True
60.679336,23,19002.909085,True
53.490436,7,19003.247345,True
55.772152,14,19003.903057,True
56.106531,14,19004.568036,True
60.256415,21,19005.576678,True
60.541415,22,19006.622175,True
63.896693,50,19008.946787,True
55.281532,14,19009.610416,True
56.425746,14,19010.268773,True
56.762595,18,19011.100823,True
62.749536,26,19012.306936,True
56.040142,12,19012.874357,True
63.647993,29,19014.220363,True
59.322652,52,19016.628993,True
59.908839,20,19017.582394,True
64.709157,31,19019.028678,True
61.279723,23,19020.102834,True
55.917082,12,19020.675779,True
61.020818,58,19023.35946,True
61.708169,23,19024.441827,True
58.428203,18,19025.276408,True
53.939854,9,19025.704902,True
64.279758,30,19027.078382,True
58.503479,18,19027.935478,True
62.399668,24,19029.062305,True
58.969142,19,19029.948048,True
62.442911,27,19031.256417,True
62.342921,58,19033.940347,True
62.698613,27,19035.204279,True
57.801238,23,19036.263547,True
57.372843,52,19038.733942,True
61.29481,25,19039.884675,True
60.217304,23,19040.959363,True
63.752901,40,19042.798513,True
59.917605,21,19043.808837,True
60.218092,22,19044.834367,True
55.585841,14,19045.499,True
59.55878,19,19046.381357,True
60.847304,22,19047.401493,True
62.453038,59,19050.124114,True
56.351306,15,19050.826159,True
61.524781,24,19051.995172,True
62.161827,26,19053.296014,True
58.232302,17,19054.105428,True
57.50909,17,19054.905748,True
64.702211,32,19056.39708,True
56.627932,18,19057.243149,True
49.853971,1,19057.304207,True
57.73987,20,19058.222483,True
60.552701,21,19063.987935,True
59.836117,20,19064.923836,True
54.40982,9,19065.355849,True
60.907284,24,19066.481375,True
60.986914,25,19067.683917,True
55.970464,12,19068.252877,True
58.287426,19,19069.14724,True
60.094975,21,19070.121664,True
59.99982,34,19071.693763,True
59.301954,23,19072.780695,True
57.568863,15,19073.493144,True
58.212956,57,19076.101359,True
58.796137,22,19077.149953,True
60.444038,24,19078.268566,True
55.285489,17,19079.054812,True
64.705516,33,19080.567031,True
55.656318,13,19081.182918,True
58.107715,17,19081.972051,True
57.253939,17,19082.787534,True
62.367626,26,19084.010322,True
62.256014,27,19085.272105,True
58.573767,21,19086.24911,True
58.063156,19,19087.130209,True
56.168506,16,19087.882989,True
62.529842,26,19089.076919,True
60.941326,21,19090.080785,True
55.253942,12,19090.646172,True
60.533553,21,19091.64677,True
58.300613,18,19092.498841,True
61.116731,23,19093.594994,True
63.274389,28,19094.920063,True
63.215597,29,19096.348878,True
56.376288,16,19097.095971,True
57.440754,16,19097.922712,True
63.459122,35,19099.528224,True
55.238356,14,19100.190414,True
65.606113,35,19101.789709,True
53.514085,7,19102.140957,True
60.333884,23,19103.227627,True
60.592488,43,19105.202181,True
59.768098,22,19106.233202,True
54.556995,9,19106.655269,True
53.960009,9,19107.07634,True
58.647609,21,19108.048755,True
57.749662,41,19109.943896,True
53.112919,6,19110.238916,True
59.749852,23,19111.304078,True
62.098997,26,19112.521244,True
62.590673,25,19113.69748,True
58.943693,20,19114.623128,True
64.045809,31,19116.074174,True
57.820825,16,19116.832312,True
57.434317,56,19119.398987,True
60.079796,22,19120.463529,True
61.910542,25,19121.636469,True
58.38375,17,19122.441798,True
58.485808,21,19123.41379,True
58.284606,18,19124.267847,True
59.855717,19,19125.163268,True
59.406753,22,19126.186645,True
57.621862,56,19128.767686,True
60.143842,20,19129.711277,True
61.949981,25,19130.910118,True
60.497527,23,19131.974504,True
59.713718,22,19133.012678,True
55.118066,13,19133.615219,True
58.637111,19,19134.498272,True
58.648859,26,19135.703677,True
58.925615,19,19136.606298,True
62.164256,25,19137.792828,True
53.772051,8,19138.165719,True
57.35214,52,19140.538208,True
62.273761,26,19141.744009,True
56.477847,16,19142.495735,True
58.798788,21,19143.474211,True
63.820929,28,19144.784079,True
57.498403,16,19145.552202,True
64.236033,44,19147.56944,True
59.79226,53,19150.005189,True
54.020365,8,19150.387779,True
60.028985,20,19151.330506,True
55.142963,14,19151.987676,True
60.795438,22,19153.016818,True
63.366236,55,19155.526508,True
55.850657,16,19156.274983,True
59.527449,21,19157.326686,True
62.97875,55,19164.227413,True
58.746319,18,19165.046462,True
63.699506,57,19167.659964,True
62.671214,27,19168.938293,True
57.302964,19,19169.820035,True
59.162014,20,19170.741308,True
64.460908,41,19172.63143,True
58.191552,44,19174.65861,True
61.427457,25,19175.854422,True
62.175922,26,19177.082173,True
54.275223,9,19177.514159,True
55.638737,14,19178.166332,True
57.504914,36,19179.843305,True
58.546824,18,19180.687828,True
55.681968,13,19181.30264,True
60.028355,22,19182.353687,True
54.966018,12,19182.918376,True
55.237291,12,19183.489834,True
63.892298,30,19184.889101,True
54.179834,8,19185.276906,True
57.530245,15,19185.995269,True
62.037223,27,19187.284673,True
57.566476,19,19188.160341,True
62.880808,68,19191.297444,True
54.102104,48,19193.498605,True
58.754313,56,19196.103548,True
62.686545,27,19197.382807,True
59.84525,21,19198.383618,True
65.035686,73,19201.751161,True
57.970356,19,19202.646437,True
54.094785,45,19204.71535,True
56.563511,14,19205.376201,True
56.789555,15,19206.089375,True
60.163836,23,19207.167764,True
56.862213,14,19207.82506,True
61.421685,36,19209.483703,True
56.238452,16,19210.216923,True
57.340635,18,19211.068065,True
58.337659,21,19212.039415,True
59.642394,21,19213.039972,True
57.171605,19,19213.934676,True
59.949566,22,19214.959677,True
62.286613,26,19216.188584,True
64.079593,40,19218.064394,True
59.860697,40,19219.915042,True
51.663619,4,19220.109681,True
60.947149,25,19221.275234,True
58.819382,47,19223.419959,True
60.040372,23,19224.48338,True
63.997592,29,19225.847103,True
62.463173,25,19227.005876,True
63.678593,29,19228.370726,True
57.054336,36,19230.035807,True
61.037694,24,19231.167674,True
59.923783,20,19232.108393,True
62.150211,24,19233.249434,True
62.951964,34,19234.819683,True
58.403182,18,19235.675057,True
55.93056,24,19236.783433,True
56.884541,15,19237.48087,True
58.585189,21,19238.468055,True
63.647473,29,19239.836941,True
53.708985,7,19240.17981,True
60.324156,41,19242.055224,True
60.143391,22,19243.090779,True
55.126385,44,19245.1091,True
61.80342,24,19246.236351,True
59.304361,18,19247.100932,True
61.03281,23,19248.213059,True
57.710626,18,19249.064929,True
60.553883,22,19250.106116,True
53.176527,8,19250.480883,True
60.672141,23,19251.547839,True
62.610342,46,19253.659568,True
59.935471,21,19254.659307,True
58.157325,19,19255.542669,True
57.449963,16,19256.301859,True
56.468599,18,19257.134381,True
58.273354,17,19257.934811,True
55.77161,12,19258.517657,True
52.529615,5,19258.763484,True
57.626079,57,19265.856553,True
57.774518,16,19266.606117,True
56.925693,15,19267.319745,True
63.946156,31,19268.763917,True
61.156082,25,19269.947296,True
57.913454,21,19270.915833,True
64.977112,48,19273.117136,True
62.483462,27,19274.397171,True
61.0048,25,19275.570692,True
55.274156,15,19276.340342,True
60.216483,22,19277.398012,True
55.342431,13,19278.018288,True
58.472823,19,19278.902623,True
59.671893,23,19279.956784,True
63.806869,49,19282.221217,True
58.797876,43,19284.199292,True
57.008608,16,19284.943829,True
56.292888,13,19285.554536,True
57.824879,18,19286.378067,True
56.393437,51,19288.700563,True
64.547867,58,19291.371342,True
56.72093,15,19292.095545,True
58.335441,44,19294.130194,True
57.500315,18,19294.977224,True
60.217814,22,19295.996449,True
62.268242,62,19298.867917,True
60.347516,44,19300.889251,True
64.098885,33,19302.411798,True
59.654593,45,19304.496652,True
59.951191,23,19305.5655,True
61.644706,63,19308.461137,True
59.835947,22,19309.472416,True
53.624026,29,19310.820096,True
63.672509,59,19313.526192,True
62.187184,27,19314.841405,True
56.794238,15,19315.55012,True
66.284995,74,19318.950866,True
57.034611,16,19319.688467,True
63.473169,69,19322.890083,True
57.853668,18,19323.728167,True
55.471341,12,19324.28635,True
64.947685,48,19326.499308,True
63.494991,30,19327.897503,True
59.071996,26,19329.108385,True
58.712411,26,19330.307869,True
57.207944,18,19331.146005,True
59.778246,37,19332.861108,True
64.248325,60,19335.674607,True
58.311507,20,19336.609401,True
58.744759,20,19337.538585,True
61.631684,25,19338.704072,True
60.564073,22,19339.756254,True
61.558947,23,19340.821755,True
55.576732,13,19341.427867,True
54.923155,11,19341.949284,True
67.962261,54,19344.41393,True
60.44929,21,19345.398138,True
62.69836,27,19346.673282,True
61.749844,66,19349.712633,True
61.394847,23,19350.810111,True
55.747945,14,19351.469927,True
61.592346,23,19352.585959,True
62.684286,27,19353.874556,True
62.641601,27,19355.129417,True
55.464,19,19356.011583,True
56.66433,36,19357.662171,True
55.971846,12,19358.232331,True
55.167286,12,19363.936897,True
55.799991,12,19364.505381,True
55.089804,12,19365.073217,True
60.669967,23,19366.140263,True
60.442158,20,19367.087575,True
62.166117,23,19368.173217,True
57.658136,19,19369.078176,True
62.202054,25,19370.310994,True
54.693287,13,19370.931515,True
61.597233,26,19372.200011,True
54.754283,10,19372.673852,True
57.752847,16,19373.433469,True
58.16999,17,19374.217476,True
64.012415,34,19375.816206,True
52.739308,6,19376.10268,True
60.697717,24,19377.260785,True
54.792604,12,19377.829705,True
55.424241,14,19378.484466,True
55.851859,53,19380.923211,True
53.791172,9,19381.350139,True
56.044985,16,19382.08906,True
56.503201,13,19382.705197,True
55.00904,10,19383.186654,True
66.528524,48,19385.402388,True
53.181185,7,19385.741878,True
57.978985,56,19388.317978,True
56.350189,15,19389.020064,True
56.789325,14,19389.686757,True
62.317358,24,19390.836082,True
57.210054,16,19391.575597,True
54.241595,11,19392.084756,True
59.120109,20,19393.04032,True
58.494896,18,19393.891138,True
58.358671,21,19394.926844,True
55.396165,12,19395.498679,True
52.961929,6,19395.795218,True
67.053084,50,19398.337409,True
54.1426,33,19399.856191,True
56.485211,14,19400.518427,True
62.120946,23,19401.606893,True
59.338837,19,19402.509981,True
59.495366,22,19403.534878,True
61.532001,24,19404.667603,True
58.015958,17,19405.467747,True
58.774665,18,19406.317324,True
55.424259,11,19406.835285,True
61.227817,23,19407.922889,True
60.124533,22,19408.961878,True
62.599272,26,19410.168697,True
59.901225,20,19411.103868,True
60.573164,50,19413.402259,True
64.988004,47,19415.554054,True
58.616426,59,19418.257496,True
55.304292,13,19418.868295,True
60.488889,24,19419.993787,True
56.582689,15,19420.709338,True
59.597741,22,19421.722719,True
56.914941,34,19423.294902,True
53.440122,8,19423.680898,True
60.215122,22,19424.723562,True
57.279263,15,19425.430904,True
54.893817,11,19425.951496,True
61.352786,23,19427.06222,True
61.812604,24,19428.208307,True
55.425316,11,19428.732019,True
50.222754,1,19428.792958,True
59.202319,23,19429.865237,True
53.409494,27,19431.112001,True
61.119642,24,19432.236369,True
57.250047,16,19432.994137,True
54.504504,32,19434.475077,True
58.629701,19,19435.355789,True
59.761737,36,19437.01285,True
60.656224,22,19438.029176,True
61.90598,28,19439.324334,True
61.469973,24,19440.448298,True
62.728071,26,19441.698426,True
58.12002,58,19444.369598,True
61.727327,23,19445.436205,True
55.07921,10,19445.911666,True
61.3361,23,19447.014584,True
63.788132,68,19450.130539,True
54.078079,10,19450.61601,True
54.442258,10,19451.080484,True
55.268151,14,19451.72793,True
60.339125,23,19452.804868,True
53.836129,9,19453.245729,True
58.688412,20,19454.256162,True
61.998946,57,19456.87083,True
57.034829,16,19457.612982,True
61.922374,63,19465.191954,True
61.753548,40,19467.025798,True
54.228356,9,19467.454705,True
65.028693,64,19470.388712,True
63.25519,39,19472.178526,True
66.985325,39,19473.984712,True
58.546302,21,19474.960953,True
57.785551,18,19475.801642,True
53.828601,26,19477.010844,True
61.161692,24,19478.156311,True
56.131671,16,19478.918779,True
53.012785,33,19480.435268,True
62.095238,26,19481.742048,True
56.816588,34,19483.303993,True
55.238927,12,19483.874895,True
58.687947,19,19484.784436,True
58.416695,60,19487.514207,True
57.752776,16,19488.26511,True
59.327907,21,19489.269131,True
59.97047,20,19490.228027,True
62.564895,59,19492.944014,True
55.800108,12,19493.504326,True
67.012281,50,19495.787218,True
59.91258,21,19496.772307,True
56.289041,16,19497.523851,True
51.614587,38,19499.259836,True
64.025454,48,19501.452936,True
53.752415,10,19501.922848,True
54.422949,11,19502.45684,True
59.528132,22,19503.503115,True
62.739012,27,19504.795132,True
56.544912,15,19505.496223,True
62.602443,24,19506.620723,True
59.030603,20,19507.573433,True
56.470552,13,19508.178963,True
60.494497,35,19509.866934,True
61.728879,25,19511.12474,True
54.067809,8,19511.509722,True
56.364947,15,19512.220898,True
56.153057,14,19512.89244,True
56.73056,13,19513.499705,True
63.80748,51,19515.873277,True
62.773236,58,19518.511911,True
61.323326,25,19519.680462,True
61.182658,24,19520.801288,True
60.777864,23,19521.901596,True
62.380718,28,19523.236059,True
59.898421,21,19524.229625,True
57.798914,59,19526.935513,True
55.073277,13,19527.53878,True
64.425664,41,19529.422021,True
56.078218,16,19530.161373,True
61.31149,23,19531.272067,True
58.037277,16,19532.028148,True
59.460225,20,19532.971477,True
59.365592,61,19535.775544,True
60.791786,24,19536.897342,True
57.721289,16,19537.654623,True
60.718514,23,19538.764485,True
54.545463,10,19539.235162,True
61.197318,23,19540.356599,True
57.135281,16,19541.099684,True
61.537489,26,19542.414904,True
62.205076,28,19543.737828,True
56.532816,13,19544.378505,True
58.652983,21,19545.348269,True
61.206337,24,19546.503391,True
61.178514,29,19547.828914,True
62.844954,35,19549.440711,True
61.26593,26,19550.655813,True
58.480436,22,19551.676174,True
55.68263,15,19552.376387,True
61.020652,25,19553.544079,True
53.568869,43,19555.524307,True
54.442092,10,19555.992279,True
61.218421,24,19557.193123,True
66.071884,46,19559.315494,True
