#{"t_start": 1773982596.0599632, "env_id": "None"}
r,l,t
59.537562,23,10678.893897
49.818818,1,10679.116214
55.007409,12,10681.416142
61.919855,23,10685.775839
55.827224,11,10687.874012
55.732598,15,10690.74315
56.233695,24,10695.347838
58.565454,17,10698.596707
54.897206,12,10700.917723
56.662243,14,10703.594918
61.596789,79,10718.580696
63.973218,30,10724.283902
57.411678,19,10727.90219
57.344084,66,10740.477981
57.346027,19,10744.08325
52.990807,6,10745.25123
57.22905,16,10748.303059
57.612033,29,10753.858154
57.53171,15,10756.719035
62.33845,25,10761.50426
61.17626,51,10771.204295
57.779913,15,10774.076124
66.293012,54,10784.358386
64.761093,34,10790.813369
56.39986,23,10795.21824
55.383893,13,10797.712277
56.305468,61,10809.348316
59.619538,19,10812.987906
59.603901,19,10816.59833
63.318245,38,10823.871083
56.977305,16,10826.929972
60.747555,23,10831.331762
50.106686,1,10831.556625
66.642123,36,10838.468066
60.715552,24,10843.076358
58.641194,19,10846.728954
57.86949,17,10850.011245
57.417161,14,10852.705707
56.375553,13,10855.216045
63.871676,32,10861.346641
58.018384,17,10864.644024
60.604702,21,10868.662526
58.032934,16,10871.734269
56.437207,14,10874.418784
54.72448,10,10876.343921
61.679326,25,10881.124128
60.159537,22,10885.354023
55.165717,50,10894.917215
59.072752,20,10898.75421
55.876971,13,10901.274207
62.758304,26,10906.223303
59.967683,21,10910.246465
61.070946,22,10914.450759
62.734206,26,10919.450395
57.504374,43,10927.666829
56.418325,13,10930.192919
61.055781,61,10941.863738
57.483636,16,10944.955941
60.791145,25,10949.764321
54.749052,10,10951.706432
53.539647,7,10953.071764
63.61999,28,10958.428656
62.833072,28,10963.794374
58.531513,51,10973.601002
60.726209,21,10977.630183
58.584093,18,10981.079294
68.266615,54,10991.422525
58.793883,19,10995.112211
65.87568,37,11002.230036
61.190737,56,11022.268725
59.522477,54,11032.644116
63.743676,32,11038.863228
62.792779,26,11043.864293
57.685462,17,11047.148534
59.969193,23,11051.610946
55.835627,15,11054.512095
62.209884,25,11059.359125
63.546029,28,11064.744913
56.137172,14,11067.481876
60.36715,22,11071.716862
57.612699,23,11076.173244
58.285689,19,11079.875739
62.791818,53,11090.196923
67.650737,57,11101.172194
61.871302,26,11106.176612
62.978385,27,11111.372646
60.803823,22,11115.759875
55.457683,14,11118.504729
63.479967,42,11126.713152
62.927356,75,11141.249663
58.986136,23,11145.705951
57.445341,58,11157.020125
56.359919,12,11159.336015
56.029344,15,11162.258179
59.0052,18,11165.764965
58.108831,18,11169.247952
56.593564,14,11171.974009
63.735872,47,11181.075904
55.419914,14,11183.826176
54.286074,11,11185.998581
52.012502,4,11186.803835
56.433745,14,11189.511686
59.890721,23,11193.993304
54.413706,11,11196.158885
58.461156,17,11199.454582
62.831026,27,11204.741574
50.34189,44,11213.296585
59.653708,21,11217.380284
63.574339,28,11222.81581
57.315862,47,11231.952004
62.3457,26,11237.114163
64.671298,81,11254.265786
59.549908,23,11259.303532
56.968687,46,11269.293831
63.832178,29,11275.511236
58.715705,18,11279.34731
58.459969,16,11282.801541
59.36698,22,11287.544239
60.998733,45,11297.230032
58.770573,63,11310.666522
56.114753,15,11313.896842
53.121219,7,11315.410833
62.998609,50,11326.136275
54.912194,11,11328.507346
53.665675,7,11330.031455
61.47715,64,11343.778578
62.160103,60,11356.608488
60.716658,23,11361.529242
58.669998,23,11366.461062
54.904135,11,11368.830063
60.020138,23,11373.781417
62.744579,30,11380.207743
63.240587,28,11386.25431
62.083324,24,11391.39109
61.171681,22,11396.145367
57.09554,14,11399.165235
59.535933,18,11403.030885
57.913208,20,11407.332766
58.543021,17,11410.981805
58.559354,17,11414.643276
59.373589,20,11418.933726
54.190328,10,11421.108467
60.381701,20,11425.414049
57.855001,18,11429.314179
57.079526,15,11432.587582
59.070815,20,11447.948185
61.389534,26,11453.537583
57.828533,17,11457.218237
65.465495,47,11467.307895
59.66569,67,11481.72649
61.786081,25,11487.110476
61.187423,24,11492.401731
65.029257,33,11499.606687
62.406034,25,11505.2367
60.022553,22,11510.061909
60.222956,21,11514.63402
55.379842,13,11517.564126
61.288919,24,11522.910206
60.582504,22,11527.772149
55.499372,28,11533.92018
59.184956,19,11538.108235
60.389228,22,11543.01148
60.392643,21,11547.705991
61.43262,23,11552.722986
60.381591,36,11560.561389
63.741612,41,11569.480863
64.127262,61,11582.62675
63.790019,29,11589.316023
60.845419,21,11594.493932
62.693431,27,11600.577858
60.56203,79,11618.089735
62.448446,27,11624.066947
61.047912,21,11628.732302
60.919331,22,11633.624957
57.939534,17,11637.324165
62.351372,27,11643.184694
64.913854,36,11651.317479
62.736872,25,11656.825837
59.666462,19,11660.951964
51.411898,28,11667.014735
65.512598,33,11674.147295
63.645721,28,11680.204335
59.06818,22,11684.96101
61.508106,25,11690.356923
50.131167,1,11690.610785
65.644318,68,11705.312822
59.29724,19,11709.462429
59.91208,23,11714.527165
58.564982,18,11718.564108
58.886076,23,11723.601852
57.711289,15,11726.881637
57.924879,17,11730.621415
58.930425,18,11734.537431
56.568524,13,11737.383523
66.695524,48,11747.836404
61.455847,38,11756.134968
57.834461,26,11761.922841
59.071598,18,11766.076973
56.820854,13,11768.998013
62.819643,48,11779.612566
56.685039,51,11791.442729
58.831583,20,11795.929315
56.785631,13,11798.83895
59.994159,21,11803.586408
55.995965,12,11806.267292
59.053141,18,11810.288898
56.130915,13,11813.212339
54.708335,9,11815.234167
55.901252,63,11829.740445
53.951291,47,11840.326694
58.41052,18,11844.278785
50.204861,1,11844.535192
59.053201,22,11849.440208
53.750527,9,11851.444719
57.738552,18,11855.428462
62.700391,36,11863.434608
56.882764,16,11867.065889
61.466049,24,11872.420223
62.437914,27,11878.35206
60.854459,27,11884.277859
62.178819,25,11889.905477
54.86647,12,11892.665323
60.175904,42,11912.763398
54.780245,10,11914.967911
65.864209,51,11926.253295
57.54213,15,11929.552187
61.565724,23,11934.667415
59.933818,22,11939.576497
64.212355,31,11946.577944
61.563945,74,11963.124024
59.63453,21,11967.78257
60.002509,23,11972.861225
62.201987,26,11978.622061
56.007231,62,11992.325481
61.166408,22,11997.179748
57.255772,72,12013.455757
55.203542,14,12016.622395
64.019072,49,12027.610556
54.266063,9,12029.623643
65.444087,62,12043.331949
64.045305,30,12049.947891
63.701311,47,12060.362243
57.17208,17,12064.154086
58.826338,20,12068.620124
60.342605,24,12074.084456
49.966428,1,12074.345088
60.070027,23,12079.571349
62.146057,26,12085.356714
53.496379,7,12086.942853
61.00478,24,12092.269726
58.377806,21,12096.951433
69.511875,55,12109.373517
60.071682,22,12114.307449
63.038815,27,12120.381531
57.949025,19,12124.631924
58.079327,19,12128.885711
53.692467,28,12135.119581
60.859013,22,12140.021604
61.49178,24,12145.384811
53.971087,8,12147.278644
53.498769,8,12149.150192
58.753717,22,12154.381918
62.229478,24,12159.760412
57.787108,17,12163.71378
53.816336,9,12165.763448
62.23285,25,12171.226304
52.669569,49,12181.908686
61.606829,24,12187.087984
56.649948,16,12190.545745
60.405997,80,12207.886637
62.878015,27,12213.684099
60.412024,24,12218.876803
61.713362,24,12224.096251
59.92461,21,12228.635871
57.863493,68,12243.884036
54.732953,10,12246.147572
54.258797,9,12248.18172
67.407235,38,12256.694732
60.63999,23,12261.849634
62.246211,72,12278.247985
55.238274,14,12281.408946
56.609102,15,12284.803972
62.555495,48,12295.54718
54.568212,27,12301.599331
58.418325,20,12306.121843
62.472627,27,12312.354572
62.315574,24,12318.225267
60.420864,24,12324.046842
60.72622,21,12329.062669
58.13934,50,12340.722169
61.11247,23,12346.850276
61.410701,23,12352.331088
60.725813,21,12357.184088
59.665895,19,12361.539331
55.064303,58,12387.453701
51.144008,32,12394.754063
57.523169,15,12398.213732
57.288429,39,12407.261635
63.75544,28,12413.53512
52.500743,5,12414.693878
57.33926,14,12417.883536
54.650778,12,12420.594982
56.922377,20,12425.103121
59.136273,18,12429.165254
54.646914,12,12431.869263
66.371313,36,12440.083277
54.239982,8,12441.936336
58.604256,17,12445.852869
61.777333,24,12451.282854
59.637139,19,12455.63282
61.717627,25,12461.463017
62.009366,25,12467.329211
60.672559,22,12472.338876
50.505012,1,12472.603999
57.716103,19,12477.008702
63.722886,28,12483.315296
59.46557,20,12487.840132
63.320379,29,12494.350641
57.540145,20,12498.900712
57.898926,18,12502.96436
55.957371,15,12506.400034
54.992205,13,12509.347825
61.865971,24,12514.735595
61.625182,26,12520.656086
59.871274,67,12535.740312
63.502845,28,12542.063593
60.687012,23,12547.43109
59.308301,19,12551.716476
56.588637,16,12555.394163
63.966822,52,12567.286451
52.93271,42,12577.63778
58.417734,19,12581.841831
58.451655,17,12585.67654
59.115839,23,12590.920052
63.842278,33,12598.596589
62.710297,27,12604.768809
62.165908,31,12611.920742
58.852741,21,12616.715255
51.115481,26,12622.566486
60.912683,21,12627.294601
57.225044,18,12631.369786
61.048172,23,12636.806193
58.72331,20,12641.463255
61.466191,23,12646.785975
56.945224,18,12650.923406
58.65173,20,12655.551373
61.133869,24,12660.937701
61.370542,23,12666.079147
57.239571,18,12670.139403
57.29878,15,12673.565816
57.453559,50,12685.236274
56.713319,70,12701.785953
55.100386,13,12704.867293
63.7709,29,12711.824407
58.965378,19,12716.524678
53.281611,8,12718.56121
63.16023,28,12725.566971
61.25358,23,12731.162039
60.320086,55,12744.708056
55.947562,44,12755.23765
54.65391,10,12757.532426
57.546319,15,12760.939544
62.259322,26,12767.037005
54.860734,13,12770.137906
56.221468,16,12774.026034
56.878892,62,12788.815879
61.384012,23,12794.124124
62.482452,50,12805.416759
58.417644,20,12809.931441
54.509149,11,12812.478075
53.099461,6,12813.856662
61.544084,27,12819.956601
61.77158,23,12825.217395
60.088843,21,12829.967517
60.351612,62,12844.39042
62.128237,23,12849.664243
53.227533,8,12851.524479
61.140995,24,12857.205024
58.606289,17,12871.317669
60.332047,23,12876.992747
61.489546,22,12882.062638
55.335093,54,12894.353541
68.153763,54,12906.514779
61.070042,22,12911.43243
62.670378,26,12917.558056
58.75745,20,12922.423793
55.605999,13,12925.558498
62.312473,68,12941.755631
61.32625,25,12947.557795
57.911431,20,12952.27492
57.882731,18,12956.556354
59.642623,19,12961.181468
58.589671,19,12965.806352
60.83833,30,12973.242479
64.026232,31,12980.721562
61.880945,24,12986.372499
61.609691,23,12991.781591
59.172118,53,13004.547719
54.789915,12,13007.283509
57.777889,17,13011.143894
63.791092,30,13017.899333
55.043213,10,13020.27764
57.431232,21,13025.463932
53.740021,9,13027.562296
57.243974,15,13031.359118
62.606751,38,13040.35323
59.864006,20,13045.195616
62.306023,27,13051.801062
59.795888,34,13059.629729
61.700509,24,13065.549946
55.768338,14,13068.951878
56.093215,13,13071.991233
51.875686,47,13083.3521
61.780042,67,13098.658476
60.289263,23,13103.85171
57.956218,17,13107.873944
54.985035,21,13112.823013
62.637378,26,13118.968239
62.772738,27,13125.347594
55.740447,15,13128.966669
58.640739,22,13134.062509
54.482749,9,13136.145064
49.935748,1,13136.423352
63.398517,29,13143.104789
61.677915,23,13148.559002
57.934621,18,13153.023729
58.83128,29,13159.608294
62.780609,27,13165.77264
63.143745,28,13172.141973
55.685155,14,13175.335052
56.21335,55,13187.755264
52.888214,6,13189.192674
59.494105,20,13193.780192
63.167157,28,13200.180121
58.699418,19,13204.446529
58.669663,22,13209.468513
61.700389,23,13214.957708
57.68232,54,13227.630093
62.080856,25,13233.372791
54.786292,59,13247.005632
54.531475,9,13249.078285
52.426801,21,13254.059607
54.493895,11,13256.725206
61.707098,26,13266.848653
57.087363,46,13278.733363
58.104005,60,13292.968059
63.340983,28,13299.617188
59.798914,22,13304.851867
55.86653,12,13307.718891
61.133301,23,13313.62887
59.159431,19,13318.420486
61.961098,24,13324.775418
59.361574,22,13330.625426
54.682848,13,13333.953652
62.922181,27,13340.941619
54.365901,10,13343.472823
55.777759,15,13347.306455
59.779246,23,13353.038682
62.117676,25,13371.240522
59.880426,20,13376.063523
62.788589,26,13382.586496
60.476511,22,13388.118075
57.988376,18,13392.775319
57.275501,15,13396.611874
60.31687,21,13401.973261
54.951487,10,13404.514957
63.798492,63,13420.817825
70.095028,56,13435.238466
60.889024,21,13440.532565
63.246943,38,13450.112227
57.765009,35,13458.606519
53.583708,8,13460.547974
62.433477,27,13467.408072
58.495542,17,13471.611766
54.490333,11,13474.176025
61.984544,25,13479.999594
59.72076,61,13494.303913
63.432736,28,13501.194016
56.222421,12,13504.329894
60.832973,22,13509.774093
54.751623,10,13512.289979
55.299701,10,13515.06637
61.467096,23,13520.770779
54.721591,58,13535.496664
51.618304,51,13547.622701
61.204052,24,13553.120458
61.012996,22,13558.241901
62.229535,25,13564.660916
59.868945,33,13572.810542
60.997095,22,13578.067926
56.354756,16,13581.709563
59.785335,24,13587.150425
54.670536,10,13589.434266
61.785056,23,13594.628188
58.524535,18,13598.671163
66.02112,50,13609.937708
54.374238,56,13622.996982
54.894766,10,13625.291155
55.147474,14,13628.557996
65.003404,33,13636.261726
56.273735,12,13639.081546
62.508561,27,13645.22436
56.800181,16,13649.114392
59.92459,22,13654.444417
54.335229,36,13662.753925
60.359716,23,13668.354455
60.158774,21,13673.355631
54.508176,11,13675.908514
53.638121,9,13678.022675
58.258161,18,13682.367596
60.33978,20,13687.346124
57.406293,16,13691.289176
58.536576,19,13695.793645
58.918997,22,13700.959344
65.097573,32,13708.496448
59.726416,22,13713.830729
61.226981,23,13719.214131
60.680295,23,13724.495186
62.722948,27,13730.613849
60.998566,41,13740.493341
56.172903,14,13743.956811
64.187127,30,13751.11186
57.802446,18,13755.32747
63.439524,28,13761.729151
56.912057,45,13772.629409
54.72966,10,13775.268766
61.055746,24,13781.254669
60.879226,24,13787.059688
57.189836,17,13790.958038
64.381385,79,13809.260503
57.293294,15,13812.779221
59.577764,21,13817.838193
62.064324,25,13823.937246
54.768164,58,13837.85007
60.494373,24,13843.648617
61.680117,29,13850.361153
60.904618,23,13855.677227
62.906396,26,13861.900083
62.999103,28,13879.812728
61.775401,48,13890.735389
56.408245,14,13893.946768
62.967236,26,13899.868252
57.434043,17,13903.763552
55.056878,42,13913.354313
64.528469,42,13922.988413
54.979431,74,13940.764782
60.140317,21,13945.901364
58.410523,20,13950.712177
52.505183,5,13951.93672
60.552907,23,13957.521158
56.679854,17,13961.80883
66.074834,36,13970.509052
55.898559,50,13982.136755
54.95252,57,13995.376714
58.348306,18,13999.512418
53.526739,7,14001.128365
55.247225,14,14004.33786
60.398442,22,14009.339063
60.428132,21,14014.098916
57.628214,73,14030.679105
55.729515,61,14044.512125
56.850403,18,14048.61685
62.683839,29,14055.180388
59.575878,21,14059.961973
55.635023,11,14062.515142
60.611676,22,14067.655534
58.537047,22,14072.930372
63.031093,26,14079.285212
54.229699,9,14081.488721
56.087064,68,14098.204048
60.869352,24,14103.930458
54.786205,62,14118.978865
56.809075,63,14133.696421
59.437813,22,14138.945335
63.912921,30,14145.970444
63.997699,29,14152.934204
54.080067,43,14163.133405
60.334294,24,14168.84902
60.335134,22,14174.097319
58.24502,19,14178.864011
61.611741,25,14185.345846
52.735065,57,14198.678071
56.101995,12,14201.510994
68.017098,55,14214.33994
60.132152,20,14218.932914
61.081063,23,14224.274277
58.560531,17,14228.178269
61.970881,26,14234.127398
61.054575,44,14244.255529
60.116267,23,14249.816662
49.706085,1,14250.099649
59.080727,19,14254.533267
54.030136,8,14256.395787
56.481455,13,14259.500886
55.764374,12,14262.432782
61.933264,26,14268.558511
58.737227,22,14273.79345
61.027177,24,14279.320152
57.062288,14,14282.560086
55.334998,11,14285.109103
56.8345,17,14289.05624
57.015526,14,14292.289343
61.443278,25,14298.030832
52.668562,30,14304.978478
54.603924,9,14307.072125
60.513584,23,14312.391698
56.952695,18,14316.545148
54.672674,12,14319.343413
55.808757,12,14322.133981
63.001683,27,14328.325361
59.840911,20,14333.004486
55.031276,12,14336.172107
52.853581,6,14337.655036
63.203184,27,14344.057357
60.333653,21,14349.21608
61.554304,23,14354.635782
62.940122,27,14375.601146
67.621537,54,14389.238784
61.564211,23,14394.991072
55.813884,13,14398.244515
50.646858,19,14403.124268
60.780211,24,14409.098109
57.016328,14,14412.448535
57.377158,68,14429.330483
57.786575,63,14444.605495
56.602138,16,14448.355402
58.384374,20,14453.049645
55.463017,14,14456.36703
61.381744,24,14461.972502
52.579663,17,14466.033873
56.287979,44,14476.342823
62.419847,25,14482.189065
63.501552,36,14490.749711
61.500612,24,14496.494125
60.5938,21,14501.473078
55.876156,13,14504.581482
54.647956,54,14517.178036
62.180514,24,14522.750704
57.789608,22,14527.867998
66.796634,36,14536.340428
63.427183,34,14544.417231
63.061344,26,14550.533253
57.17145,19,14555.011691
60.265544,23,14560.387832
62.587797,70,14576.739483
58.888226,18,14580.945472
56.81903,60,14595.209423
57.17403,67,14611.419001
63.550197,30,14618.74274
58.567917,19,14623.421613
61.441241,24,14629.248799
61.647325,25,14635.150519
59.779259,22,14640.374436
56.686106,18,14644.555904
63.695672,29,14651.28867
59.67433,22,14656.387843
56.928453,16,14660.122716
56.486269,14,14663.395779
60.517362,23,14668.863405
55.859584,12,14671.840703
59.905702,29,14678.950044
61.598017,24,14684.965286
54.268248,9,14687.232731
57.636162,16,14691.266095
61.977024,63,14706.871878
58.911611,21,14712.141992
56.803189,68,14729.587534
57.920592,45,14740.539299
59.521523,20,14745.338521
53.70725,7,14747.053702
59.620482,26,14753.214214
55.789331,12,14756.126601
60.564057,25,14762.059273
60.978364,23,14767.591443
54.634689,12,14770.467342
58.707645,58,14784.238376
60.853509,21,14789.418079
59.209915,22,14794.955429
60.594891,21,14800.258172
58.859151,20,14805.237422
66.368663,37,14814.600413
55.480848,11,14817.405493
59.608442,19,14822.115639
65.156109,49,14834.367836
60.780632,24,14840.47059
55.356306,12,14843.346427
61.189182,30,14850.67055
56.15372,14,14854.034618
63.367155,29,14861.270574
55.171529,14,14864.818109
60.755596,23,14882.11221
62.486335,27,14888.767174
56.463211,13,14891.994345
57.179149,36,14900.914863
62.014859,25,14906.888278
56.207381,14,14910.238775
57.676677,17,14914.357835
56.883003,18,14919.013026
55.821416,14,14922.457954
62.836855,38,14932.188978
55.747299,14,14935.808444
59.803183,23,14941.244108
63.367419,29,14948.060901
57.648498,16,14951.843146
57.032082,16,14955.67115
53.003978,6,14957.164203
62.479537,26,14963.435026
62.534775,25,14969.726444
58.120662,18,14974.413447
56.764773,33,14982.811401
63.887337,29,14990.214678
61.437532,26,14996.601599
57.947521,15,15000.258818
60.713231,23,15005.717646
60.426478,21,15010.741768
63.367076,29,15017.819538
57.169805,15,15021.476023
64.527329,35,15029.941628
60.094041,20,15034.846507
60.150226,21,15039.988706
62.386939,27,15046.567651
56.170902,14,15050.027547
64.251287,30,15057.342464
63.641796,28,15063.950893
59.012871,60,15078.322149
59.814655,21,15083.584728
61.771335,24,15089.453975
59.009466,17,15093.560144
55.981618,14,15096.938114
60.325242,23,15102.642627
62.961836,59,15117.112957
56.171432,14,15120.520228
49.686185,1,15120.805755
60.444286,27,15127.422558
62.691004,26,15133.85245
57.040684,17,15138.091998
60.19399,20,15143.091873
59.60659,21,15148.269449
65.698127,49,15160.329418
56.374512,38,15169.569376
57.534644,19,15174.308253
64.665528,76,15192.860878
56.442381,20,15197.794641
60.004826,23,15203.583816
57.585551,17,15207.82243
58.811048,18,15212.261804
62.824257,25,15218.385906
56.299523,14,15221.848642
61.892996,64,15237.403503
57.290411,61,15252.819888
60.692778,23,15258.354015
63.054068,27,15265.009575
57.987191,18,15269.480086
59.208901,46,15280.702876
62.928515,73,15298.595047
60.094237,23,15304.48099
60.434146,20,15309.361167
57.163772,16,15313.363977
63.59872,28,15320.609158
52.431233,38,15330.780718
60.404659,63,15346.19522
62.814806,68,15363.093675
56.981383,16,15367.110654
60.480954,22,15372.738843
54.926255,13,15375.969808
61.550418,24,15381.875895
54.656026,10,15396.056818
58.374854,16,15400.050034
59.381196,22,15405.551137
64.287349,50,15418.036175
62.677003,27,15424.767006
61.095887,22,15430.253742
55.237297,11,15433.025031
61.843438,26,15439.509468
57.598095,17,15443.778693
59.546952,23,15449.505451
53.375373,7,15451.268836
58.639877,19,15456.154506
61.040095,22,15461.820539
57.523555,15,15465.514498
58.479082,16,15469.626872
60.9612,23,15475.493922
51.651576,36,15484.396097
58.450689,20,15489.517437
54.655629,10,15492.166116
60.046048,23,15498.908502
60.012079,22,15504.451763
60.855815,28,15511.478721
65.836905,50,15523.702561
62.392023,50,15535.765625
61.94408,34,15543.980094
57.566771,40,15553.918782
52.388093,6,15555.394198
56.096704,17,15559.496701
53.649039,7,15561.196989
53.982946,36,15569.882102
59.281008,18,15574.193304
54.885907,73,15591.760549
53.303594,7,15593.482912
59.825074,22,15598.879287
57.084719,15,15602.547017
61.201157,23,15608.220834
57.725424,16,15612.459586
56.156856,15,15616.183593
51.905692,48,15628.143692
63.376734,29,15635.505165
62.094037,25,15641.995189
58.06309,62,15658.000815
60.90865,28,15665.270935
56.950282,17,15669.735415
63.454493,29,15676.796661
51.47107,47,15688.252233
63.085115,27,15694.782937
62.27123,24,15700.726616
56.920578,14,15704.320084
54.599631,10,15706.795391
55.296053,13,15709.948558
55.276494,11,15712.650568
62.072774,74,15730.596632
58.052387,18,15734.963182
62.922707,27,15741.733324
62.844133,50,15754.080383
60.620773,34,15762.295274
53.752154,8,15764.238679
60.192832,20,15769.073741
62.409357,26,15775.741557
57.741292,16,15779.713375
56.604316,15,15783.502355
60.309946,22,15788.959464
56.82693,13,15792.121732
57.059415,16,15796.021681
57.69124,17,15800.149815
64.784514,31,15807.906257
54.709534,9,15810.186106
63.542359,42,15820.679775
62.559888,25,15826.897918
60.609715,23,15832.595896
56.826362,14,15836.068245
63.037982,27,15842.649875
54.191869,8,15844.643159
61.360998,43,15855.104511
54.86829,10,15857.56754
58.283603,20,15862.439505
56.762635,14,15865.901718
58.582199,17,15870.194088
60.51234,24,15876.356175
60.393098,21,15881.637483
55.174226,12,15884.806267
59.237405,21,15890.226376
49.543362,1,15890.528681
59.716844,39,15900.447864
60.947161,25,15919.016508
62.582331,25,15925.249294
58.428677,49,15938.367201
57.7893,17,15942.762677
56.245645,28,15950.109321
63.443955,35,15959.090109
54.451783,10,15961.673443
53.828219,45,15973.085534
58.452568,20,15978.330004
55.924828,13,15981.685441
61.000236,23,15987.944417
56.781893,13,15991.426667
56.890914,16,15995.883957
61.591836,23,16002.028763
62.468543,27,16009.748712
61.40112,24,16016.134121
56.340577,65,16033.287597
63.650065,29,16040.851274
59.914225,20,16046.002497
60.663331,21,16051.343117
56.982199,17,16055.70961
62.412272,68,16072.904798
57.689418,63,16088.432651
55.137744,11,16091.155315
60.20928,23,16096.770825
56.742369,35,16105.490804
58.974741,65,16121.457502
55.395296,13,16124.669783
56.416163,19,16129.344919
61.997345,24,16135.223752
58.507669,18,16139.677407
61.675417,25,16146.015319
60.42096,23,16152.044836
58.600111,22,16157.733594
57.751991,62,16174.070366
55.431678,58,16189.292438
61.157263,22,16194.768011
60.83387,24,16201.224048
62.678568,70,16219.028293
57.825538,15,16222.741858
62.160657,42,16233.04548
56.973413,59,16247.447924
62.69987,26,16253.829075
57.425852,48,16265.480051
54.48474,11,16268.128867
60.916102,24,16273.776849
62.062818,26,16279.89726
60.771043,22,16285.092523
55.084407,10,16287.486218
61.029122,25,16293.337698
60.038742,23,16298.721371
58.680627,21,16303.692322
60.187997,22,16309.009098
53.50118,8,16311.027349
63.573352,34,16319.525144
58.884878,18,16324.070318
61.790413,61,16338.770319
59.857839,23,16344.195063
62.491346,27,16350.694445
60.779134,23,16356.106327
60.766993,22,16361.306002
61.761227,68,16377.442257
65.791821,50,16389.404817
60.018187,23,16394.924751
57.639952,18,16399.266969
55.906621,15,16402.881277
63.990067,30,16410.072793
61.233555,25,16416.083136
59.565392,20,16420.87934
61.754453,25,16426.878573
61.766226,66,16453.736737
60.739281,23,16459.291813
64.263496,35,16467.669695
60.555385,20,16472.438115
52.833801,36,16481.094736
55.25801,11,16483.764993
59.359772,27,16490.258501
51.369988,44,16500.897923
58.489967,51,16513.231525
60.601661,39,16522.70371
56.298866,17,16526.876653
62.315522,26,16533.133018
57.325345,18,16537.507549
54.098145,9,16539.718536
58.833707,20,16544.588969
64.178663,29,16551.564868
61.136755,22,16556.882638
63.554971,29,16563.86036
59.171457,19,16568.45927
59.287279,24,16574.229742
58.67426,21,16579.334066
60.175278,22,16584.623436
59.266444,22,16589.919051
57.860335,19,16594.596081
57.532734,51,16606.957777
58.05889,48,16618.539931
61.98142,23,16624.084964
64.625471,32,16631.751812
57.805566,18,16636.114438
62.701429,26,16642.509621
61.162167,47,16653.888344
55.407647,14,16657.294156
57.286075,19,16661.882695
59.1934,22,16667.190972
57.345009,16,16671.058539
57.630925,16,16674.9042
61.027788,23,16680.479614
59.136144,18,16684.848621
63.771568,28,16691.559717
64.277811,41,16701.433177
60.728747,25,16707.470437
58.323064,21,16712.536221
59.656667,21,16717.604229
63.79571,29,16724.594003
60.527197,24,16730.373326
49.49715,1,16730.6662
62.739607,27,16737.237524
55.65717,13,16740.436013
61.46054,23,16745.960476
51.064712,43,16756.394206
62.561811,26,16762.694391
64.828621,31,16770.227236
54.616002,12,16773.160438
65.11812,65,16788.897101
52.857494,30,16796.168646
59.083189,21,16801.265618
53.53155,7,16802.991011
55.705569,14,16806.394042
57.320096,15,16810.041184
61.454461,43,16820.489983
59.724629,59,16834.928362
59.859964,20,16839.824528
55.299332,14,16843.248154
61.440215,23,16848.84594
62.673452,26,16855.157816
58.85392,17,16859.307467
53.873278,10,16861.742611
52.521753,5,16863.001099
49.77174,1,16863.285089
61.01317,23,16868.826582
63.30111,28,16875.716463
57.015343,14,16879.139757
57.066251,18,16883.50444
58.836267,19,16888.167404
56.373487,16,16892.102271
66.515672,35,16900.644493
54.915645,13,16903.839478
55.581272,11,16906.53066
57.903693,17,16910.793202
58.954988,19,16915.393063
64.458335,31,16922.905931
58.856016,18,16927.366697
53.557139,7,16929.093373
56.8772,61,16953.18736
56.673667,15,16956.843786
49.698077,1,16957.129047
61.661211,24,16962.959023
54.983728,12,16965.891951
53.669346,8,16967.872701
56.974787,17,16972.00859
56.401301,50,16984.144387
55.199322,48,16995.7823
58.853374,19,17000.395612
60.209961,23,17006.042701
63.73093,30,17013.297
63.937002,35,17021.780007
58.496644,19,17026.420674
63.859225,29,17033.441662
65.449567,49,17045.351574
64.007161,42,17055.87113
62.688302,28,17062.987735
63.46202,28,17070.159677
55.158774,11,17073.038412
60.42338,23,17078.912961
64.460255,43,17089.96892
62.416428,39,17099.785206
60.423183,21,17104.95686
56.109444,16,17108.915237
56.440351,14,17112.396177
57.463908,19,17117.203561
51.39489,47,17128.763316
55.285727,24,17134.700352
59.666321,19,17139.504344
59.171046,19,17144.228904
59.646819,20,17149.165077
55.755147,12,17152.123503
57.298499,16,17156.082731
57.685671,18,17160.515128
53.813347,9,17162.767299
58.856808,18,17167.242772
54.342963,11,17169.955705
55.30982,14,17173.438621
56.557369,13,17176.657878
66.72046,50,17188.977611
54.914527,13,17192.213069
61.671918,58,17206.551636
52.850225,40,17216.462898
60.216951,23,17222.152622
58.665273,65,17238.165627
54.633779,11,17240.904636
59.312437,29,17248.119111
66.27968,78,17267.287669
57.015225,14,17270.753865
64.233355,46,17282.118668
60.950581,54,17295.425406
58.470934,20,17300.360249
58.470289,17,17304.577227
63.995853,29,17311.735181
59.072767,18,17316.175006
57.918145,16,17320.159615
60.778186,43,17330.796232
62.081736,27,17337.457567
53.874646,10,17339.97334
59.491926,37,17349.122485
53.050732,6,17350.63745
57.920255,19,17355.400362
60.897787,28,17362.384439
57.0932,14,17365.875129
53.33425,7,17367.627408
59.28793,19,17372.330764
49.964832,1,17372.622311
64.379464,152,17410.295025
62.536617,24,17416.247099
